2026-01-17 17:23:26 | INFO | app.main | Application startup
2026-01-19 02:14:52 | INFO | app.rag.retriever | Retrieved documents
2026-01-19 02:14:52 | INFO | app.rag.query_refinement | Refined query
2026-01-19 02:14:52 | INFO | app.rag.dynamic_decision | Retrieval decision
2026-01-19 02:14:56 | INFO | app.rag.retriever | Retrieved documents
2026-01-19 02:14:56 | INFO | app.rag.query_refinement | Refined query
2026-01-19 02:14:56 | INFO | app.rag.dynamic_decision | Retrieval decision
2026-01-19 02:15:01 | INFO | app.rag.retriever | Retrieved documents
2026-01-19 02:15:11 | INFO | httpx | HTTP Request: POST https://api.replicate.com/v1/models/meta/meta-llama-3.1-405b-instruct/predictions "HTTP/1.1 201 Created"
2026-01-19 02:15:11 | INFO | app.rag.generator | Generated answer
2026-01-19 02:15:11 | INFO | app.rag.iter_retgen | RAG pipeline finished
2026-01-19 02:15:11 | INFO | app.api.chat | Chat request handled
2026-01-19 02:35:07 | INFO | app.main | Application startup
2026-01-19 02:35:19 | INFO | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2026-01-19 02:35:19 | INFO | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: BAAI/bge-large-en
2026-01-19 02:35:25 | INFO | faiss.loader | Loading faiss with AVX2 support.
2026-01-19 02:35:25 | INFO | faiss.loader | Successfully loaded faiss with AVX2 support.
2026-01-19 02:35:25 | INFO | app.api.ingest | Vector chunks deleted by source
2026-01-19 02:35:45 | INFO | app.api.ingest | Vector store reset
